"ORDER_ID","CUSTOMER_ID","PRODUCT_ID","ORDER_DATE","SHIPPED_DATE","DELIVERY_DATE","QUANTITY","STATUS","COURIER_PARTNER"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
387357,1044,"P_020","2026-03-31","2026-03-31","2026-04-08",0,"Delivered","EcomExpress"
