"ORDER_ID","CUSTOMER_ID","PRODUCT_ID","QUANTITY","STATUS","COURIER_PARTNER","ORDER_DATE","SHIPPED_DATE","DELIVERY_DATE","CNT"
358087,1038,"P_008",3,"Delivered","BlueDart",03-JUL-25 12.00.00.000000000 AM,04-JUL-25 12.00.00.000000000 AM,12-JUL-25 12.00.00.000000000 AM,2
358343,1021,"P_014",5,"Delivered","EcomExpress",08-JUL-25 12.00.00.000000000 AM,12-JUL-25 12.00.00.000000000 AM,18-JUL-25 12.00.00.000000000 AM,2
326471,1021,"P_007",4,"Delivered","BlueDart",09-NOV-24 12.00.00.000000000 AM,12-NOV-24 12.00.00.000000000 AM,17-NOV-24 12.00.00.000000000 AM,2
361032,1034,"P_013",2,"Delivered","EcomExpress",21-AUG-25 12.00.00.000000000 AM,24-AUG-25 12.00.00.000000000 AM,03-SEP-25 12.00.00.000000000 AM,2
344840,1024,"P_016",5,"Delivered","DTDC",05-MAR-25 12.00.00.000000000 AM,05-MAR-25 12.00.00.000000000 AM,10-MAR-25 12.00.00.000000000 AM,2
345800,1012,"P_012",3,"Returned","XpressBees",11-APR-25 12.00.00.000000000 AM,11-APR-25 12.00.00.000000000 AM,17-APR-25 12.00.00.000000000 AM,2
346696,1037,"P_010",2,"Delivered","DTDC",19-APR-25 12.00.00.000000000 AM,23-APR-25 12.00.00.000000000 AM,30-APR-25 12.00.00.000000000 AM,2
314312,1038,"P_006",1,"Delivered","DTDC",23-AUG-24 12.00.00.000000000 AM,28-AUG-24 12.00.00.000000000 AM,06-SEP-24 12.00.00.000000000 AM,2
347528,1002,"P_011",1,"Delivered","XpressBees",28-APR-25 12.00.00.000000000 AM,03-MAY-25 12.00.00.000000000 AM,11-MAY-25 12.00.00.000000000 AM,2
380424,1037,"P_014",3,"Delivered","DTDC",07-JAN-26 12.00.00.000000000 AM,07-JAN-26 12.00.00.000000000 AM,10-JAN-26 12.00.00.000000000 AM,2
380744,1048,"P_015",2,"Delivered","DTDC",08-JAN-26 12.00.00.000000000 AM,11-JAN-26 12.00.00.000000000 AM,18-JAN-26 12.00.00.000000000 AM,2
332040,1027,"P_017",1,"Delivered","Delhivery",03-DEC-24 12.00.00.000000000 AM,07-DEC-24 12.00.00.000000000 AM,11-DEC-24 12.00.00.000000000 AM,2
382088,1035,"P_008",4,"Cancelled","BlueDart",16-JAN-26 12.00.00.000000000 AM,20-JAN-26 12.00.00.000000000 AM,,2
365960,1040,"P_002",3,"Delivered","XpressBees",05-SEP-25 12.00.00.000000000 AM,05-SEP-25 12.00.00.000000000 AM,07-SEP-25 12.00.00.000000000 AM,2
366728,1040,"P_011",4,"Cancelled","Delhivery",22-SEP-25 12.00.00.000000000 AM,23-SEP-25 12.00.00.000000000 AM,,2
334216,1049,"P_007",4,"Delivered","BlueDart",25-JAN-25 12.00.00.000000000 AM,25-JAN-25 12.00.00.000000000 AM,04-FEB-25 12.00.00.000000000 AM,2
383688,1049,"P_011",5,"Delivered","BlueDart",12-FEB-26 12.00.00.000000000 AM,17-FEB-26 12.00.00.000000000 AM,20-FEB-26 12.00.00.000000000 AM,2
350984,1007,"P_001",3,"Delivered","BlueDart",25-MAY-25 12.00.00.000000000 AM,29-MAY-25 12.00.00.000000000 AM,30-MAY-25 12.00.00.000000000 AM,2
384584,1030,"P_013",4,"Delivered","Delhivery",01-FEB-26 12.00.00.000000000 AM,05-FEB-26 12.00.00.000000000 AM,06-FEB-26 12.00.00.000000000 AM,2
302984,1032,"P_007",4,"Delivered","Delhivery",04-APR-24 12.00.00.000000000 AM,08-APR-24 12.00.00.000000000 AM,15-APR-24 12.00.00.000000000 AM,2
336008,1011,"P_012",4,"Cancelled","DTDC",04-JAN-25 12.00.00.000000000 AM,06-JAN-25 12.00.00.000000000 AM,,2
319688,1016,"P_013",5,"Delivered","DTDC",10-SEP-24 12.00.00.000000000 AM,11-SEP-24 12.00.00.000000000 AM,18-SEP-24 12.00.00.000000000 AM,2
368840,1018,"P_005",1,"Delivered","DTDC",26-OCT-25 12.00.00.000000000 AM,27-OCT-25 12.00.00.000000000 AM,02-NOV-25 12.00.00.000000000 AM,2
337672,1018,"P_013",1,"Delivered","BlueDart",19-FEB-25 12.00.00.000000000 AM,23-FEB-25 12.00.00.000000000 AM,28-FEB-25 12.00.00.000000000 AM,2
371016,1027,"P_011",1,"Returned","DTDC",16-OCT-25 12.00.00.000000000 AM,17-OCT-25 12.00.00.000000000 AM,25-OCT-25 12.00.00.000000000 AM,2
322632,1043,"P_007",2,"Delivered","BlueDart",08-OCT-24 12.00.00.000000000 AM,11-OCT-24 12.00.00.000000000 AM,14-OCT-24 12.00.00.000000000 AM,2
355592,1027,"P_008",1,"Returned","DTDC",26-JUN-25 12.00.00.000000000 AM,26-JUN-25 12.00.00.000000000 AM,05-JUL-25 12.00.00.000000000 AM,2
372360,1041,"P_003",5,"Delivered","BlueDart",01-NOV-25 12.00.00.000000000 AM,06-NOV-25 12.00.00.000000000 AM,08-NOV-25 12.00.00.000000000 AM,2
307144,1025,"P_014",2,"Delivered","BlueDart",15-MAY-24 12.00.00.000000000 AM,16-MAY-24 12.00.00.000000000 AM,26-MAY-24 12.00.00.000000000 AM,2
356552,1014,"P_001",2,"Delivered","XpressBees",23-JUN-25 12.00.00.000000000 AM,25-JUN-25 12.00.00.000000000 AM,30-JUN-25 12.00.00.000000000 AM,2
356680,1014,"P_012",5,"Delivered","BlueDart",31-JUL-25 12.00.00.000000000 AM,05-AUG-25 12.00.00.000000000 AM,12-AUG-25 12.00.00.000000000 AM,2
307912,1007,"P_004",2,"Delivered","BlueDart",04-JUN-24 12.00.00.000000000 AM,06-JUN-24 12.00.00.000000000 AM,10-JUN-24 12.00.00.000000000 AM,2
357512,1005,"P_005",2,"Delivered","XpressBees",27-JUL-25 12.00.00.000000000 AM,01-AUG-25 12.00.00.000000000 AM,02-AUG-25 12.00.00.000000000 AM,2
325128,1016,"P_006",4,"Delivered","BlueDart",01-OCT-24 12.00.00.000000000 AM,02-OCT-24 12.00.00.000000000 AM,07-OCT-24 12.00.00.000000000 AM,2
374408,1024,"P_008",3,"Delivered","Delhivery",02-NOV-25 12.00.00.000000000 AM,04-NOV-25 12.00.00.000000000 AM,06-NOV-25 12.00.00.000000000 AM,2
325832,1033,"P_008",2,"Returned","EcomExpress",10-NOV-24 12.00.00.000000000 AM,13-NOV-24 12.00.00.000000000 AM,19-NOV-24 12.00.00.000000000 AM,2
342792,1038,"P_014",2,"Delivered","EcomExpress",29-MAR-25 12.00.00.000000000 AM,03-APR-25 12.00.00.000000000 AM,07-APR-25 12.00.00.000000000 AM,2
310216,1009,"P_007",5,"Returned","Delhivery",08-JUN-24 12.00.00.000000000 AM,10-JUN-24 12.00.00.000000000 AM,13-JUN-24 12.00.00.000000000 AM,2
310472,1023,"P_014",4,"Delivered","Delhivery",27-JUN-24 12.00.00.000000000 AM,27-JUN-24 12.00.00.000000000 AM,03-JUL-24 12.00.00.000000000 AM,2
326856,1002,"P_003",5,"Delivered","DTDC",09-NOV-24 12.00.00.000000000 AM,09-NOV-24 12.00.00.000000000 AM,12-NOV-24 12.00.00.000000000 AM,2
327048,1027,"P_014",4,"Delivered","XpressBees",24-NOV-24 12.00.00.000000000 AM,27-NOV-24 12.00.00.000000000 AM,05-DEC-24 12.00.00.000000000 AM,2
310792,1007,"P_007",5,"Delivered","DTDC",16-JUN-24 12.00.00.000000000 AM,16-JUN-24 12.00.00.000000000 AM,26-JUN-24 12.00.00.000000000 AM,2
360585,1043,"P_009",1,"Delivered","EcomExpress",01-AUG-25 12.00.00.000000000 AM,01-AUG-25 12.00.00.000000000 AM,11-AUG-25 12.00.00.000000000 AM,2
328009,1042,"P_020",4,"Delivered","BlueDart",26-NOV-24 12.00.00.000000000 AM,29-NOV-24 12.00.00.000000000 AM,01-DEC-24 12.00.00.000000000 AM,3
361737,1025,"P_005",1,"Delivered","EcomExpress",01-AUG-25 12.00.00.000000000 AM,02-AUG-25 12.00.00.000000000 AM,06-AUG-25 12.00.00.000000000 AM,2
345737,1028,"P_008",3,"Delivered","EcomExpress",25-APR-25 12.00.00.000000000 AM,27-APR-25 12.00.00.000000000 AM,06-MAY-25 12.00.00.000000000 AM,2
378825,1012,"P_009",1,"Returned","Delhivery",22-DEC-25 12.00.00.000000000 AM,26-DEC-25 12.00.00.000000000 AM,27-DEC-25 12.00.00.000000000 AM,2
379081,1042,"P_011",2,"Delivered","EcomExpress",18-DEC-25 12.00.00.000000000 AM,19-DEC-25 12.00.00.000000000 AM,27-DEC-25 12.00.00.000000000 AM,2
330633,1033,"P_013",1,"Delivered","EcomExpress",21-DEC-24 12.00.00.000000000 AM,21-DEC-24 12.00.00.000000000 AM,26-DEC-24 12.00.00.000000000 AM,2
363401,1043,"P_008",2,"Cancelled","EcomExpress",14-AUG-25 12.00.00.000000000 AM,15-AUG-25 12.00.00.000000000 AM,,2
315017,1021,"P_015",4,"Delivered","XpressBees",02-AUG-24 12.00.00.000000000 AM,02-AUG-24 12.00.00.000000000 AM,11-AUG-24 12.00.00.000000000 AM,2
347785,1033,"P_012",4,"Delivered","BlueDart",10-APR-25 12.00.00.000000000 AM,14-APR-25 12.00.00.000000000 AM,21-APR-25 12.00.00.000000000 AM,2
364233,1044,"P_010",1,"Delivered","Delhivery",06-AUG-25 12.00.00.000000000 AM,06-AUG-25 12.00.00.000000000 AM,16-AUG-25 12.00.00.000000000 AM,2
365257,1020,"P_008",2,"Delivered","XpressBees",09-SEP-25 12.00.00.000000000 AM,11-SEP-25 12.00.00.000000000 AM,18-SEP-25 12.00.00.000000000 AM,2
383305,1017,"P_017",1,"Delivered","Delhivery",28-FEB-26 12.00.00.000000000 AM,02-MAR-26 12.00.00.000000000 AM,07-MAR-26 12.00.00.000000000 AM,2
384265,1045,"P_007",5,"Delivered","EcomExpress",03-FEB-26 12.00.00.000000000 AM,07-FEB-26 12.00.00.000000000 AM,12-FEB-26 12.00.00.000000000 AM,2
335369,1034,"P_018",3,"Delivered","Delhivery",10-JAN-25 12.00.00.000000000 AM,10-JAN-25 12.00.00.000000000 AM,11-JAN-25 12.00.00.000000000 AM,2
385417,1005,"P_006",4,"Delivered","BlueDart",05-FEB-26 12.00.00.000000000 AM,07-FEB-26 12.00.00.000000000 AM,14-FEB-26 12.00.00.000000000 AM,2
304009,1035,"P_012",4,"Delivered","XpressBees",22-MAY-24 12.00.00.000000000 AM,27-MAY-24 12.00.00.000000000 AM,01-JUN-24 12.00.00.000000000 AM,2
353161,1035,"P_014",4,"Delivered","EcomExpress",30-MAY-25 12.00.00.000000000 AM,02-JUN-25 12.00.00.000000000 AM,06-JUN-25 12.00.00.000000000 AM,2
336841,1006,"P_001",4,"Cancelled","Delhivery",17-JAN-25 12.00.00.000000000 AM,17-JAN-25 12.00.00.000000000 AM,,3
369865,1024,"P_016",4,"Delivered","DTDC",13-OCT-25 12.00.00.000000000 AM,16-OCT-25 12.00.00.000000000 AM,19-OCT-25 12.00.00.000000000 AM,2
304521,1035,"P_016",1,"Cancelled","DTDC",12-MAY-24 12.00.00.000000000 AM,13-MAY-24 12.00.00.000000000 AM,,2
353929,1037,"P_018",1,"Delivered","BlueDart",20-JUN-25 12.00.00.000000000 AM,24-JUN-25 12.00.00.000000000 AM,01-JUL-25 12.00.00.000000000 AM,2
321801,1014,"P_006",2,"Delivered","XpressBees",02-SEP-24 12.00.00.000000000 AM,06-SEP-24 12.00.00.000000000 AM,16-SEP-24 12.00.00.000000000 AM,2
370953,1044,"P_015",5,"Delivered","Delhivery",02-OCT-25 12.00.00.000000000 AM,02-OCT-25 12.00.00.000000000 AM,10-OCT-25 12.00.00.000000000 AM,2
305865,1002,"P_018",2,"Returned","Delhivery",10-MAY-24 12.00.00.000000000 AM,10-MAY-24 12.00.00.000000000 AM,12-MAY-24 12.00.00.000000000 AM,2
387849,1047,"P_007",4,"Delivered","DTDC",30-MAR-26 12.00.00.000000000 AM,03-APR-26 12.00.00.000000000 AM,06-APR-26 12.00.00.000000000 AM,2
387913,1038,"P_019",2,"Cancelled","DTDC",07-MAR-26 12.00.00.000000000 AM,11-MAR-26 12.00.00.000000000 AM,,2
322569,1033,"P_003",1,"Delivered","BlueDart",24-OCT-24 12.00.00.000000000 AM,28-OCT-24 12.00.00.000000000 AM,05-NOV-24 12.00.00.000000000 AM,2
371721,1047,"P_016",4,"Delivered","Delhivery",09-OCT-25 12.00.00.000000000 AM,13-OCT-25 12.00.00.000000000 AM,14-OCT-25 12.00.00.000000000 AM,2
356041,1007,"P_010",3,"Delivered","BlueDart",22-JUN-25 12.00.00.000000000 AM,24-JUN-25 12.00.00.000000000 AM,03-JUL-25 12.00.00.000000000 AM,2
356105,1018,"P_006",3,"Delivered","DTDC",01-JUN-25 12.00.00.000000000 AM,03-JUN-25 12.00.00.000000000 AM,06-JUN-25 12.00.00.000000000 AM,2
324297,1005,"P_013",5,"Returned","DTDC",14-OCT-24 12.00.00.000000000 AM,15-OCT-24 12.00.00.000000000 AM,21-OCT-24 12.00.00.000000000 AM,2
324809,1008,"P_014",5,"Delivered","Delhivery",11-OCT-24 12.00.00.000000000 AM,12-OCT-24 12.00.00.000000000 AM,17-OCT-24 12.00.00.000000000 AM,2
324873,1003,"P_005",2,"Delivered","DTDC",30-OCT-24 12.00.00.000000000 AM,30-OCT-24 12.00.00.000000000 AM,07-NOV-24 12.00.00.000000000 AM,2
341833,1031,"P_015",1,"Delivered","DTDC",08-MAR-25 12.00.00.000000000 AM,13-MAR-25 12.00.00.000000000 AM,22-MAR-25 12.00.00.000000000 AM,2
375241,1005,"P_005",5,"Delivered","EcomExpress",17-NOV-25 12.00.00.000000000 AM,22-NOV-25 12.00.00.000000000 AM,27-NOV-25 12.00.00.000000000 AM,2
327754,1028,"P_010",1,"Delivered","EcomExpress",28-NOV-24 12.00.00.000000000 AM,03-DEC-24 12.00.00.000000000 AM,06-DEC-24 12.00.00.000000000 AM,2
377162,1042,"P_003",4,"Delivered","DTDC",01-DEC-25 12.00.00.000000000 AM,03-DEC-25 12.00.00.000000000 AM,13-DEC-25 12.00.00.000000000 AM,2
328650,1021,"P_017",3,"Delivered","DTDC",05-NOV-24 12.00.00.000000000 AM,07-NOV-24 12.00.00.000000000 AM,17-NOV-24 12.00.00.000000000 AM,2
345034,1041,"P_002",2,"Delivered","BlueDart",14-MAR-25 12.00.00.000000000 AM,19-MAR-25 12.00.00.000000000 AM,23-MAR-25 12.00.00.000000000 AM,2
378250,1032,"P_001",5,"Delivered","XpressBees",24-DEC-25 12.00.00.000000000 AM,29-DEC-25 12.00.00.000000000 AM,06-JAN-26 12.00.00.000000000 AM,2
361994,1012,"P_012",2,"Delivered","XpressBees",28-AUG-25 12.00.00.000000000 AM,28-AUG-25 12.00.00.000000000 AM,06-SEP-25 12.00.00.000000000 AM,2
346058,1010,"P_018",2,"Delivered","DTDC",17-APR-25 12.00.00.000000000 AM,22-APR-25 12.00.00.000000000 AM,27-APR-25 12.00.00.000000000 AM,2
313994,1042,"P_020",3,"Delivered","DTDC",22-JUL-24 12.00.00.000000000 AM,23-JUL-24 12.00.00.000000000 AM,27-JUL-24 12.00.00.000000000 AM,2
314058,1012,"P_015",5,"Delivered","Delhivery",19-JUL-24 12.00.00.000000000 AM,23-JUL-24 12.00.00.000000000 AM,25-JUL-24 12.00.00.000000000 AM,2
381386,1018,"P_007",2,"Delivered","BlueDart",07-JAN-26 12.00.00.000000000 AM,07-JAN-26 12.00.00.000000000 AM,13-JAN-26 12.00.00.000000000 AM,2
349002,1010,"P_017",1,"Delivered","EcomExpress",24-APR-25 12.00.00.000000000 AM,25-APR-25 12.00.00.000000000 AM,26-APR-25 12.00.00.000000000 AM,2
349066,1033,"P_014",3,"Delivered","Delhivery",10-APR-25 12.00.00.000000000 AM,12-APR-25 12.00.00.000000000 AM,15-APR-25 12.00.00.000000000 AM,2
382474,1017,"P_001",2,"Delivered","Delhivery",18-JAN-26 12.00.00.000000000 AM,18-JAN-26 12.00.00.000000000 AM,24-JAN-26 12.00.00.000000000 AM,2
350282,1007,"P_017",5,"Delivered","BlueDart",08-MAY-25 12.00.00.000000000 AM,13-MAY-25 12.00.00.000000000 AM,21-MAY-25 12.00.00.000000000 AM,2
366794,1024,"P_010",3,"Delivered","DTDC",29-SEP-25 12.00.00.000000000 AM,29-SEP-25 12.00.00.000000000 AM,30-SEP-25 12.00.00.000000000 AM,2
334794,1011,"P_002",2,"Delivered","XpressBees",13-JAN-25 12.00.00.000000000 AM,14-JAN-25 12.00.00.000000000 AM,16-JAN-25 12.00.00.000000000 AM,2
351306,1046,"P_013",4,"Delivered","BlueDart",08-MAY-25 12.00.00.000000000 AM,10-MAY-25 12.00.00.000000000 AM,20-MAY-25 12.00.00.000000000 AM,2
367882,1045,"P_007",3,"Delivered","Delhivery",01-SEP-25 12.00.00.000000000 AM,04-SEP-25 12.00.00.000000000 AM,11-SEP-25 12.00.00.000000000 AM,2
370122,1009,"P_018",2,"Delivered","Delhivery",19-OCT-25 12.00.00.000000000 AM,22-OCT-25 12.00.00.000000000 AM,24-OCT-25 12.00.00.000000000 AM,2
322058,1037,"P_010",1,"Delivered","Delhivery",23-SEP-24 12.00.00.000000000 AM,26-SEP-24 12.00.00.000000000 AM,30-SEP-24 12.00.00.000000000 AM,2
372106,1006,"P_007",3,"Cancelled","DTDC",26-OCT-25 12.00.00.000000000 AM,29-OCT-25 12.00.00.000000000 AM,,2
309130,1004,"P_009",4,"Delivered","XpressBees",04-JUN-24 12.00.00.000000000 AM,04-JUN-24 12.00.00.000000000 AM,10-JUN-24 12.00.00.000000000 AM,2
375050,1003,"P_001",5,"Cancelled","EcomExpress",15-NOV-25 12.00.00.000000000 AM,18-NOV-25 12.00.00.000000000 AM,,2
359626,1003,"P_008",3,"Delivered","BlueDart",23-JUL-25 12.00.00.000000000 AM,23-JUL-25 12.00.00.000000000 AM,25-JUL-25 12.00.00.000000000 AM,2
326986,1042,"P_016",5,"Delivered","DTDC",09-NOV-24 12.00.00.000000000 AM,10-NOV-24 12.00.00.000000000 AM,18-NOV-24 12.00.00.000000000 AM,2
376650,1020,"P_013",1,"Delivered","BlueDart",01-DEC-25 12.00.00.000000000 AM,03-DEC-25 12.00.00.000000000 AM,09-DEC-25 12.00.00.000000000 AM,2
328395,1029,"P_006",2,"Delivered","Delhivery",05-NOV-24 12.00.00.000000000 AM,06-NOV-24 12.00.00.000000000 AM,12-NOV-24 12.00.00.000000000 AM,2
361419,1004,"P_018",2,"Delivered","Delhivery",08-AUG-25 12.00.00.000000000 AM,11-AUG-25 12.00.00.000000000 AM,16-AUG-25 12.00.00.000000000 AM,2
345099,1049,"P_009",4,"Delivered","DTDC",19-MAR-25 12.00.00.000000000 AM,21-MAR-25 12.00.00.000000000 AM,23-MAR-25 12.00.00.000000000 AM,2
378635,1031,"P_020",2,"Delivered","XpressBees",10-DEC-25 12.00.00.000000000 AM,15-DEC-25 12.00.00.000000000 AM,17-DEC-25 12.00.00.000000000 AM,2
345995,1007,"P_008",4,"Delivered","BlueDart",22-APR-25 12.00.00.000000000 AM,27-APR-25 12.00.00.000000000 AM,06-MAY-25 12.00.00.000000000 AM,2
379019,1013,"P_015",4,"Delivered","DTDC",03-DEC-25 12.00.00.000000000 AM,03-DEC-25 12.00.00.000000000 AM,04-DEC-25 12.00.00.000000000 AM,2
362891,1049,"P_008",5,"Delivered","Delhivery",19-AUG-25 12.00.00.000000000 AM,23-AUG-25 12.00.00.000000000 AM,28-AUG-25 12.00.00.000000000 AM,2
380299,1003,"P_006",2,"Delivered","EcomExpress",19-JAN-26 12.00.00.000000000 AM,23-JAN-26 12.00.00.000000000 AM,26-JAN-26 12.00.00.000000000 AM,2
315723,1014,"P_013",3,"Delivered","EcomExpress",20-AUG-24 12.00.00.000000000 AM,25-AUG-24 12.00.00.000000000 AM,29-AUG-24 12.00.00.000000000 AM,2
348491,1026,"P_013",1,"Delivered","XpressBees",28-APR-25 12.00.00.000000000 AM,03-MAY-25 12.00.00.000000000 AM,08-MAY-25 12.00.00.000000000 AM,2
382027,1003,"P_010",5,"Cancelled","XpressBees",27-JAN-26 12.00.00.000000000 AM,28-JAN-26 12.00.00.000000000 AM,,2
334475,1045,"P_017",4,"Cancelled","EcomExpress",15-JAN-25 12.00.00.000000000 AM,20-JAN-25 12.00.00.000000000 AM,,2
350923,1031,"P_020",1,"Delivered","XpressBees",23-MAY-25 12.00.00.000000000 AM,24-MAY-25 12.00.00.000000000 AM,01-JUN-25 12.00.00.000000000 AM,2
367435,1049,"P_014",1,"Delivered","BlueDart",22-SEP-25 12.00.00.000000000 AM,25-SEP-25 12.00.00.000000000 AM,29-SEP-25 12.00.00.000000000 AM,2
336523,1032,"P_013",4,"Delivered","BlueDart",14-JAN-25 12.00.00.000000000 AM,19-JAN-25 12.00.00.000000000 AM,23-JAN-25 12.00.00.000000000 AM,2
303947,1020,"P_012",2,"Delivered","DTDC",01-MAY-24 12.00.00.000000000 AM,06-MAY-24 12.00.00.000000000 AM,11-MAY-24 12.00.00.000000000 AM,2
353355,1014,"P_003",3,"Delivered","BlueDart",02-JUN-25 12.00.00.000000000 AM,03-JUN-25 12.00.00.000000000 AM,11-JUN-25 12.00.00.000000000 AM,2
353611,1008,"P_004",4,"Delivered","DTDC",01-JUN-25 12.00.00.000000000 AM,05-JUN-25 12.00.00.000000000 AM,14-JUN-25 12.00.00.000000000 AM,2
321163,1015,"P_020",4,"Cancelled","DTDC",17-SEP-24 12.00.00.000000000 AM,18-SEP-24 12.00.00.000000000 AM,,2
337675,1012,"P_014",2,"Delivered","EcomExpress",17-FEB-25 12.00.00.000000000 AM,21-FEB-25 12.00.00.000000000 AM,02-MAR-25 12.00.00.000000000 AM,2
304971,1018,"P_016",3,"Delivered","DTDC",07-MAY-24 12.00.00.000000000 AM,07-MAY-24 12.00.00.000000000 AM,13-MAY-24 12.00.00.000000000 AM,2
